nationality,playerPositionID,jerseyNumber,playerBirthDay,playerBirthYear,club,playerID,playerFName,playerLName
USA,Defender,26,Dec-31,2002,Borussia Monchengladbach,0776,Joe,Scally
USA,Forward,16,Oct-26,1994,Swansea City,0777,Jordan,Morris
USA,Midfield,23,Jul-24,1995,Los Angeles FC,0778,Kellyn,Acosta
USA,Midfield,14,May-23,1998,Celta Vigo,0779,Luca,de la Torre
USA,Goal Keeper,1,Jun-24,1994,Arsenal,0780,Matt,Turner
USA,Goal Keeper,25,May-31,1989,New York City FC,0781,Sean,Johnson
USA,Defender,2,Nov-03,2000,AC Milan,0782,Sergiño,Dest
USA,Defender,18,Nov-02,1996,Nashville SC,0783,Shaq,Moore
USA,Defender,13,Oct-05,1987,Fulham,0784,Tim,Ream
USA,Forward,21,Feb-22,2000,Lille,0785,Tim,Weah
USA,Midfield,4,Feb-14,1999,Leeds United,0786,Tyler,Adams
USA,Defender,3,May-19,1993,Nashville SC,0787,Walker,Zimmerman
USA,Midfield,8,Aug-28,1998,Juventus,0788,Weston,McKennie
USA,Midfield,6,Nov-29,2002,Valencia,0789,Yunus,Musah
Wales,Midfield,10,Dec-26,1990,Nice,0790,Aaron,Ramsey
Wales,Goal Keeper,21,Jul-17,1992,Sheffield United,0791,Adam,Davies
Wales,Defender,24,May-30,2000,Swansea City,0792,Ben,Cabango
Wales,Defender,4,Apr-24,1993,Tottenham,0793,Ben,Davies
Wales,Forward,9,May-23,2001,Nottingham Forest,0794,Brennan,Johnson
Wales,Defender,2,Jul-21,1989,AFC Wimbledon,0795,Chris,Gunter
Wales,Defender,5,Nov-05,1997,Bournemouth,0796,Chris,Mepham
Wales,Defender,14,Sep-23,1995,Burnley,0797,Connor,Roberts
Wales,Forward,20,Nov-10,1997,Fulham,0798,Dan,James
Wales,Goal Keeper,12,Jun-22,1993,Leicester City,0799,Danny,Ward
Wales,Midfield,23,Nov-17,2000,Dundee United,0800,Dylan,Levitt
Wales,Defender,15,Sep-14,2000,Spezia,0801,Ethan,Ampadu
Wales,Forward,11,Jul-16,1989,Los Angeles FC,0802,Gareth,Bale
Wales,Midfield,8,Mar-22,1997,Fulham,0803,Harry,Wilson
Wales,Midfield,7,Mar-14,2000,Swansea City,0804,Joe,Allen
Wales,Midfield,16,Jan-03,1997,Portsmouth,0805,Joe,Morrell
Wales,Defender,6,Oct-22,1997,Rennes,0806,Joe,Rodon
Wales,Midfield,18,Oct-09,1993,Swindon Town,0807,Jonny,Williams
Wales,Forward,13,Aug-08,1992,Bournemouth,0808,Kieffer,Moore
Wales,Forward,19,Dec-29,1998,Cardiff City,0809,Mark,Harris
Wales,Midfield,26,Nov-22,1999,MK Dons,0810,Matthew,Smith
Wales,Defender,3,Apr-13,2001,Nottingham Forest,0811,Neco,Williams
Wales,Forward,25,Apr-27,2000,Cardiff City,0812,Rubin,Colwill
Wales,Midfield,22,Jan-25,1999,Huddersfield Town,0813,Sorba,Thomas
Wales,Goal Keeper,1,Jan-24,1987,Nottingham Forest,0814,Wayne,Hennessey
